date_of_extract_x,organisation_number,registered_charity_number_x,linked_charity_number,charity_name,charity_type,charity_registration_status,date_of_registration,date_of_removal,charity_reporting_status,latest_acc_fin_period_start_date,latest_acc_fin_period_end_date,latest_income,latest_expenditure,charity_contact_address1,charity_contact_address2,charity_contact_address3,charity_contact_address4,charity_contact_address5,charity_contact_postcode,charity_contact_phone,charity_contact_email,charity_contact_web,charity_company_registration_number,charity_insolvent,charity_in_administration,charity_previously_excepted,charity_is_cdf_or_cif,charity_is_cio,cio_is_dissolved,date_cio_dissolution_notice,charity_activities,charity_gift_aid,charity_has_land,date_of_extract_y,registered_charity_number_y,latest_fin_period_submitted_ind,fin_period_order_number,ar_cycle_reference,fin_period_start_date,fin_period_end_date,ar_due_date,ar_received_date,total_gross_income,total_gross_expenditure,charity_raises_funds_from_public,charity_professional_fundraiser,charity_agreement_professional_fundraiser,charity_commercial_participator,charity_agreement_commerical_participator,grant_making_is_main_activity,charity_receives_govt_funding_contracts,count_govt_contracts,charity_receives_govt_funding_grants,count_govt_grants,income_from_government_contracts,income_from_government_grants,charity_has_trading_subsidiary,trustee_also_director_of_subsidiary,does_trustee_receive_any_benefit,trustee_payments_acting_as_trustee,trustee_receives_payments_services,trustee_receives_other_benefit,trustee_resigned_employment,employees_salary_over_60k,count_salary_band_60001_70000,count_salary_band_70001_80000,count_salary_band_80001_90000,count_salary_band_90001_100000,count_salary_band_100001_110000,count_salary_band_110001_120000,count_salary_band_120001_130000,count_salary_band_130001_140000,count_salary_band_140001_150000,count_salary_band_150001_200000,count_salary_band_200001_250000,count_salary_band_250001_300000,count_salary_band_300001_350000,count_salary_band_350001_400000,count_salary_band_400001_450000,count_salary_band_450001_500000,count_salary_band_over_500000,count_volunteers,geographic_area_description,geographic_area_type,service_level,income_band
2026-02-13T00:00:00,5017609,1142735,0,SOUTH NORWOOD & WOODSIDE COMMUNITY ASSOCIATION,Charitable company,Registered,2011-07-05T00:00:00,,Submission Received,2024-04-01T00:00:00,2025-03-31T00:00:00,18786.0,12845.0,c/o CNCA,Davidson Lodge,Freemasons Road,CROYDON,,CR0 6PD,02087682698,snwca@hotmail.co.uk,,07258983,False,False,0.0,,0.0,0.0,,"Neighbourhood care services in South Norwood & Woodside, including -a)   A Pop-In / Day Centre. b)   A Lunch Club for older people . c)   An activity centre and lunch for adults with learning disabilities. d)   Transport services with wheelchair access, notably for older/ housebound/ disabled people to a supermarket e)   Relevant activities for users of the Centre",0.0,0.0,2026-03-05T00:00:00,1142735,True,1,AR25,2024-04-01T00:00:00,1743379200000,2026-01-31T00:00:00,2026-01-27T00:00:00,18786,12845,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,15.0,['Croydon'],['Local Authority'],Local,q2
2026-02-13T00:00:00,301404,301404,0,SOUTH WEALD PARISH HALL,Other,Registered,1963-05-08T00:00:00,,Submission Received,2024-08-01T00:00:00,2025-07-31T00:00:00,25405.0,22810.0,34 Wingrave Crescent,Brentwood,,,,CM14 5PA,07847388014,gordon_chalkley@hotmail.co.uk,,,False,False,0.0,,0.0,0.0,,"South Weald Parish Hall provides facilities for all ages in the Brentwood , Essex area. Such facilities include fitness and dance classes,childrens groups, Brownies, Drama groups and childrens parties.",0.0,0.0,2026-03-05T00:00:00,301404,True,1,AR25,2024-08-01T00:00:00,1753920000000,2026-05-31T00:00:00,2025-10-11T00:00:00,25405,22810,,,,,,0.0,,0.0,,0.0,,,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,2.0,['Essex'],['Local Authority'],Local,q2
2026-02-13T00:00:00,505723,505723,0,GWELFOR COMMUNITY CONCERN URBAN AID,Other,Registered,1976-11-19T00:00:00,,Submission Received,2024-04-01T00:00:00,2025-03-31T00:00:00,22196.0,31449.0,GWELFOR COMMUNITY CENTRE,FFORDD TUDUR,HOLYHEAD,ANGLESEY,,LL65 2DH,01407763559,gcc.2@hotmail.com,www.gwelforcommunitycentre.com,,False,False,0.0,,0.0,0.0,,"Community Centre.To promote the benefit of all inhabitants of Morawelon - London Road area and neighbourhood without distinction of sex or of, religious or other opinions by associating the local L.A., voluntary organisations and inhabitants in a common effort to advance education and to provide facilities in the interests of social welfare and recreation and leisure time occupation.",0.0,0.0,2026-03-05T00:00:00,505723,True,1,AR25,2024-04-01T00:00:00,1743379200000,2026-01-31T00:00:00,2026-01-16T00:00:00,22196,31449,,,,,,0.0,,0.0,,1.0,,1813.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,25.0,['Isle Of Anglesey'],['Local Authority'],Local,q2
2026-02-13T00:00:00,203189,203189,0,WILTON UNITED CHARITIES,Other,Registered,1962-03-07T00:00:00,,Submission Received,2024-04-01T00:00:00,2025-03-31T00:00:00,27547.0,175793.0,WMSET Centre,27A West Street,Wilton,Salisbury,Wiltshire,SP2 0DL,01722742393,wiltonpcc@btinternet.com,,,False,False,0.0,,0.0,0.0,,"Provision of six one bedroom flats at St. Giles Hospital, King Street, Wilton, for persons in need who are connected to Wilton.",0.0,1.0,2026-03-05T00:00:00,203189,True,1,AR25,2024-04-01T00:00:00,1743379200000,2026-01-31T00:00:00,2025-11-07T00:00:00,27547,175793,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,['Wiltshire'],['Local Authority'],Local,q2
2026-02-13T00:00:00,5041241,1155243,0,TWYFORD DISTRICT YOUTH AND COMMUNITY CENTRE,CIO,Registered,2014-01-08T00:00:00,,Submission Received,2023-10-01T00:00:00,2024-09-30T00:00:00,29410.0,31958.0,Twyford Youth &amp; Community Centre,3 Loddon Hall Road,Twyford,READING,,RG10 9JA,01189340891,twyfordyouth@gmail.com,http://www.tdyc.co.uk,CE000634,False,False,0.0,,1.0,0.0,,"Youth club: We provide a safe place for young people in the district to come for recreational activities, computer access, fitness, education, counselling and advice from trained professionals.Sports Hall: We provide an affordable venue for groups and residents from the district to hire for fitness and social activities.",0.0,1.0,2026-03-05T00:00:00,1155243,True,1,AR24,2023-10-01T00:00:00,1727654400000,2025-07-30T00:00:00,2025-06-27T00:00:00,29410,31958,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,10.0,['Wokingham'],['Local Authority'],Local,q2
2026-02-13T00:00:00,305244,305244,0,THE HASTINGS YOUTH TRUST,Trust,Registered,1967-11-24T00:00:00,,Submission Received,2024-04-06T00:00:00,2025-04-05T00:00:00,36057.0,35701.0,Glenwood,151 Old Roar Road,St. Leonards on Sea,East Sussex,,,01424 754608,,www.hastingsyouthtrust.org.uk,,False,False,0.0,,0.0,0.0,,A grant making charity which assists recognised organisations and individuals under the age of 25 who live in the Borough of Hastings or within 5 miles of the Borough boundary,0.0,1.0,2026-03-05T00:00:00,305244,True,1,AR25,2024-04-06T00:00:00,1743811200000,2026-02-05T00:00:00,2025-12-17T00:00:00,36057,35701,,,,,,1.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,['East Sussex'],['Local Authority'],Local,q2
2026-02-13T00:00:00,3961052,1076518,0,THE BARS AND JIM MAGGS CHARITABLE WILL TRUST,Other,Registered,1999-07-12T00:00:00,,Submission Received,2024-04-01T00:00:00,2025-03-31T00:00:00,20633.0,0.0,Glebe Cottage,Hawkchurch,AXMINSTER,Devon,,EX13 5XD,07739466226,Polly.maggs@icloud.com,,,False,False,0.0,,0.0,0.0,,"Please Note: Only provides grants to registered charities based in Bristol, South Gloucestershire, North Somerset and Bath & North East Somerset",0.0,0.0,2026-03-05T00:00:00,1076518,True,1,AR25,2024-04-01T00:00:00,1743379200000,2026-01-31T00:00:00,2025-12-04T00:00:00,20633,0,,,,,,1.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,"['North Somerset', 'Bath And North East Somerset', 'South Gloucestershire', 'Bristol City']",['Local Authority'],Local,q2
2026-02-13T00:00:00,259042,259042,0,LECTURESHIP ENDOWMENT OF EDWARD LEWIS,Other,Registered,1969-07-29T00:00:00,,Submission Received,2024-01-01T00:00:00,2024-12-31T00:00:00,29998.0,33829.0,GELLIGAER LECTURESHIP ENDOWMENT,EQUITY CHAMBERS,JOHN FROST SQUARE,NEWPORT,,NP20 1PW,01633262952,timothyrussen@jacklyndawson.co.uk,,,False,False,0.0,,0.0,0.0,,"Grants to the vicar of St Davids, Fleur-de-Lis and for the benefit of the church and parsonage or for the extension of church work within the ancient parishes of Bedwellty and Mynyddiolwyn.",0.0,1.0,2026-03-05T00:00:00,259042,True,1,AR24,2024-01-01T00:00:00,1735603200000,2025-10-31T00:00:00,2025-06-09T00:00:00,29998,33829,,,,,,1.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,['Caerphilly'],['Local Authority'],Local,q2
2026-02-13T00:00:00,5130717,1184699,0,OURBRAINBANK,CIO,Registered,2019-07-31T00:00:00,,Submission Received,2024-01-01T00:00:00,2024-12-31T00:00:00,27711.0,20939.0,2 Florida Street,LONDON,,,,E2 6AL,07885 651841,ukinfo@ourbrainbank.org,ourbrainbank.org,,False,False,0.0,,1.0,0.0,,"OurBrainBank is an an innovative, patient-led movement designed to move glioblastoma (GBM) from terminal to treatable, powered by patients.  It's the first non-profit created by, for, and with people with GBM, a rare and deadly brain cancer whose 5-year survival rate is 5%.  Our Founder and Chair, Jessica Morris, a British national living in the US, was disgnosed with GBM in January 2016.",1.0,0.0,2026-03-05T00:00:00,1184699,True,1,AR24,2024-01-01T00:00:00,1735603200000,2025-10-31T00:00:00,2025-10-27T00:00:00,27711,20939,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,"['Throughout England And Wales', 'Scotland', 'Northern Ireland']","['Region', 'Country']",National,q2
2026-02-13T00:00:00,5005600,1134422,0,COOLAM,Charitable company,Registered,2010-02-22T00:00:00,,Submission Received,2024-10-01T00:00:00,2025-09-30T00:00:00,23809.0,22264.0,FLAT B,6 Northfield Road,Stoke Newington,LONDON,,N16 5RN,07503695639,,,07012574,False,False,0.0,,0.0,0.0,,"To advance public education and research in the Kabbalah, including the publication of the results of such research and in particular, though not exclusively, through the provision of centres across the UK for educational activities. To circulate multimedia and printed materials about the Wisdom of Kabbalah.",1.0,0.0,2026-03-05T00:00:00,1134422,True,1,AR25,2024-10-01T00:00:00,1759190400000,2026-07-30T00:00:00,2026-01-09T00:00:00,23809,22264,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,['Scotland'],['Country'],National,q2
2026-02-13T00:00:00,5043085,1157845,0,ASSOCIATION FOR IMPROVEMENTS IN THE MATERNITY SERVICES,CIO,Registered,2014-07-14T00:00:00,,Submission Received,2024-04-01T00:00:00,2025-03-31T00:00:00,21103.0,24210.0,1 Carlton Close,Camberley,,,,GU15 1DS,01276510575,charity@aims.org.uk,www.aims.org.uk,,False,False,0.0,,1.0,0.0,,"AIMS is a volunteer run charity campaigning on maternity issues and providing birth information and support via helpline, website and publications. We believe that women should be supported to make informed decisions about what is right for them when they are pregnant, giving birth and when feeding and caring for their baby, and work towards making this a reality for all families in the UK",1.0,0.0,2026-03-05T00:00:00,1157845,True,1,AR25,2024-04-01T00:00:00,1743379200000,2026-01-31T00:00:00,2025-12-17T00:00:00,21103,24210,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,88.0,"['Throughout England And Wales', 'Scotland', 'Northern Ireland']","['Region', 'Country']",National,q2
2026-02-13T00:00:00,5170639,1192659,0,THE EMOTIONAL HELP HUB UK LTD,Charitable company,Registered,2020-12-04T00:00:00,,Submission Received,2023-05-01T00:00:00,2024-04-30T00:00:00,33734.0,33608.0,Woodstock Lodge,Blenheim Palace Grounds,WOODSTOCK,Oxfordshire,,OX20 1PP,01993 810500,info@thehelphub.co.uk,www.thehelphub.co.uk,12563121,False,False,0.0,,0.0,0.0,,The Help Hub offers low cost emotional counselling sessions to those in need.,0.0,0.0,2026-03-05T00:00:00,1192659,True,1,AR25,2024-05-01T00:00:00,1745971200000,2026-02-28T00:00:00,2026-02-17T00:00:00,30019,26939,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,"['Throughout England And Wales', 'Scotland', 'Northern Ireland']","['Region', 'Country']",National,q2
2026-02-13T00:00:00,1000568,1000568,0,THE WESTMINSTER CHAMBER ORCHESTRA CHARITABLE TRUST,Trust,Registered,1990-10-12T00:00:00,,Submission Received,2024-01-01T00:00:00,2024-12-31T00:00:00,22210.0,25044.0,152 BLACKMOOR WOOD,ASCOT,,,,SL5 8EZ,01344 88 23 38,npso@hotmail.co.uk,www.npso.co.uk,,False,False,0.0,,0.0,0.0,,The Charity provides opportunities for young musicians to have access to educational group music making by supporting and arranging concerts and music courses.,0.0,0.0,2026-03-05T00:00:00,1000568,True,1,AR24,2024-01-01T00:00:00,1735603200000,2025-10-31T00:00:00,2025-10-28T00:00:00,22210,25044,,,,,,0.0,,0.0,,0.0,,,0.0,,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,['Scotland'],['Country'],National,q2
2026-02-13T00:00:00,5224012,1204544,0,BRAVE PARENTS,CIO,Registered,2023-08-31T00:00:00,,Submission Received,2023-08-31T00:00:00,2024-08-31T00:00:00,26254.0,19393.0,MJ Bushell Ltd,Kings House,101-135 Kings Road,BRENTWOOD,Essex,CM14 4DR,01277230900,Brave.parents@aol.com,www.braveparents.co.uk,,False,False,0.0,,1.0,0.0,,"Brave Parents is a registered charity created to provide self care opportunities for parents who have children with complex medical needs.'Complex medical needs' refers to children who have been diagnosed by a medical professional, with an illness, disability or sensory impairment (sight and/or hearing impairment) that requires substantial daily support from a Parent Carer.",0.0,0.0,2026-03-05T00:00:00,1204544,True,1,AR24,2023-08-31T00:00:00,1725062400000,2025-06-30T00:00:00,2025-03-12T00:00:00,26254,19393,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,25.0,"['Throughout England And Wales', 'Scotland', 'Northern Ireland', 'Jersey']","['Region', 'Country']",National,q2
2026-02-13T00:00:00,5070961,1167755,0,THE ASSOCIATION FOR PSYCHODYNAMIC PRACTICE AND COUNSELLING IN ORGANISATIONAL SETTINGS,Charitable company,Registered,2016-06-21T00:00:00,,Submission Received,2024-04-01T00:00:00,2025-03-31T00:00:00,23095.0,22689.0,60 LORDSHIP PARK,LONDON,,,,N16 5UA,07986769378,admin@appcios.info,appcios.info,08071974,False,False,0.0,,0.0,0.0,,Registration of therapists and counsellors. Promotion of training including webinars and infant observation. Running peer supervision groups. Mentoring. Provision of therapeutic services to the public.,0.0,0.0,2026-03-05T00:00:00,1167755,True,1,AR25,2024-04-01T00:00:00,1743379200000,2026-01-31T00:00:00,2025-12-31T00:00:00,23095,22689,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,7.0,"['Throughout England And Wales', 'Scotland', 'Belgium']","['Region', 'Country']",National,q2
2026-02-13T00:00:00,4048933,1135548,0,BEAUMONT SOCIETY,Other,Registered,2010-04-15T00:00:00,,Submission Received,2023-07-01T00:00:00,2024-06-30T00:00:00,23307.0,24631.0,27 OLD GLOUCESTER STREET,LONDON,,,,WC1N 3XX,01297 816855,membership@beaumontsociety.org,www.beaumontsociety.org,,False,False,0.0,,0.0,0.0,,Support activities for the Transgender communityEducation of other organisations / people regarding Transgender,1.0,0.0,2026-03-05T00:00:00,1135548,True,1,AR24,2023-07-01T00:00:00,1719705600000,2025-04-30T00:00:00,2025-04-25T00:00:00,23307,24631,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,12.0,"['Throughout England And Wales', 'Scotland']","['Region', 'Country']",National,q2
2026-02-13T00:00:00,4003982,1102164,0,PROGRESSIVE CHRISTIANITY NETWORK - BRITAIN,Other,Registered,2004-02-18T00:00:00,,Submission Received,2024-01-01T00:00:00,2024-12-31T00:00:00,30914.0,37559.0,Tremains,26 High Street,Newnham,,,GL14 1BB,01594516528,info@pcnbritain.org.uk,www.pcnbritain.org.uk,,False,False,0.0,,0.0,0.0,,"To support, promote and network open Christian understanding, both for individuals and for congregrationsTo be inclusive in its concern for that open understandingTo promote a way of living within the wide and rich diversity of churchTo engage in discussion and negotiation with denominational leadershipTo develop a visible presence of open Christian congregations and communities",1.0,0.0,2026-03-05T00:00:00,1102164,True,1,AR24,2024-01-01T00:00:00,1735603200000,2025-10-31T00:00:00,2025-05-29T00:00:00,30914,37559,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,60.0,"['Throughout England And Wales', 'Scotland']","['Region', 'Country']",National,q2
2026-02-13T00:00:00,3978345,1089142,0,ASSOCIATION OF LIGHTHOUSE KEEPERS,Other,Registered,2001-10-31T00:00:00,,Submission Received,2024-07-01T00:00:00,2025-06-30T00:00:00,32155.0,29261.0,54 Wilton Avenue,LONDON,,,,W4 2HY,07831436597,secretary@alk.org.uk,www.alk.org.uk,,False,False,0.0,,0.0,0.0,,"The advancement of education of the general public in Pharology, defined for these pruposes as study in the history and current practice of coastal and inland aids to navigation, through the provision of information, education activities and the maintenance of an archive.  The ALK  also maintain and keep a Lighthouse Museum at Hurst Castle, Hampshire, open to the public.",1.0,0.0,2026-03-05T00:00:00,1089142,True,1,AR25,2024-07-01T00:00:00,1751241600000,2026-04-30T00:00:00,2025-11-09T00:00:00,32155,29261,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,39.0,"['Throughout England And Wales', 'Scotland', 'Northern Ireland']","['Region', 'Country']",National,q2
2026-02-13T00:00:00,3966012,1080327,0,THE SICK DOCTORS TRUST,CIO,Registered,2000-04-13T00:00:00,,Submission Received,2024-04-02T00:00:00,2025-04-01T00:00:00,18029.0,9799.0,2/1 57 Fotheringay Road,GLASGOW,,,,G41 4NN,07779629698,help@sick-doctors-trust.co.uk,www.sick-doctors-trust.co.uk,,False,False,0.0,,1.0,0.0,,Offers help and advice to doctors addicted to alcohol & drugs. Also advice & support to relatives. Works to promote understanding of the illness amongst the profession.,0.0,0.0,2026-03-05T00:00:00,1080327,True,1,AR25,2024-04-02T00:00:00,1743465600000,2026-02-01T00:00:00,2026-01-26T00:00:00,18029,9799,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,"['Throughout England And Wales', 'Scotland', 'Northern Ireland']","['Region', 'Country']",National,q2
2026-02-13T00:00:00,3104818,1063937,0,PLACEMENT IN INDUSTRY NETWORK (PLACENET),Other,Registered,1997-08-13T00:00:00,,Submission Double Default,2016-10-01T00:00:00,2017-09-30T00:00:00,17389.0,18253.0,SWANSEA UNIVERSITY,SINGLETON PARK,SWANSEA,,,SA2 8PP,0772875371,info@placenet.org.uk,www.placenet.org.uk,,False,False,0.0,,0.0,0.0,,"To advance education of students in higher education and in particular, but not exclusively, by enhancing the organisation, management and provisions of academic and vocational experience for such students.",0.0,0.0,2026-03-05T00:00:00,1063937,True,1,AR17,2016-10-01T00:00:00,1506729600000,2018-07-30T00:00:00,2018-07-09T00:00:00,17389,18253,0.0,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,"['Throughout England And Wales', 'Scotland', 'Ireland']","['Region', 'Country']",National,q2
2026-02-13T00:00:00,226127,226127,0,FLEXERCISE WLHB,Charitable company,Registered,1964-03-05T00:00:00,,Submission Received,2024-03-31T00:00:00,2025-03-30T00:00:00,19451.0,66242.0,W L H B,PO Box 6981,BASINGSTOKE,,,RG24 4GH,01256327014,hello@fl-exercise.com,www.fl-exercise.com,00487405,False,False,0.0,,0.0,0.0,,Supporting the training of teachers in Bagot Stack system of exercise to enable them to set up and teach FLexercise classes around the UK.,1.0,0.0,2026-03-05T00:00:00,226127,True,1,AR25,2024-03-31T00:00:00,1743292800000,2026-01-30T00:00:00,2026-01-28T00:00:00,19451,66242,,,,,,1.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,6.0,['Scotland'],['Country'],National,q2
2026-02-13T00:00:00,4031876,1121456,0,CANOE FOUNDATION,Charitable company,Registered,2007-11-01T00:00:00,,Submission Received,2023-11-01T00:00:00,2024-10-31T00:00:00,32295.0,42897.0,National Water Sports Centre,Adbolton Lane,Holme Pierrepont,Nottingham,,NG12 2LU,03000119500,info@canoefoundation.org.uk,www.canoefoundation.org.uk,06194565,False,False,0.0,,0.0,0.0,,"The objectives of the Canoe Foundation are principally to raise money; inform and educate; and allocate funds, in line with the Charity's mission statement: 'Positively changing lives through canoeing'.  This includes support for young people and equality.",0.0,0.0,2026-03-05T00:00:00,1121456,True,1,AR24,2023-11-01T00:00:00,1730332800000,2025-08-31T00:00:00,2025-07-15T00:00:00,32295,42897,,,,,,1.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,2.0,"['Throughout England And Wales', 'Scotland', 'Northern Ireland']","['Region', 'Country']",National,q2
2026-02-13T00:00:00,5235772,1209226,0,THE DOMINIC WEBBER TRUST,Trust,Registered,2024-07-22T00:00:00,,Submission Received,2024-04-01T00:00:00,2025-03-31T00:00:00,34170.0,98155.0,C/O DIXON WILSON,22 CHANCERY LANE,LONDON,,,WC2A 1LS,02076808100,thomaswest@dixonwilson.co.uk,,,False,False,0.0,,0.0,0.0,,,,,2026-03-05T00:00:00,1209226,True,1,AR25,2024-04-01T00:00:00,1743379200000,2026-01-31T00:00:00,2026-01-28T00:00:00,34170,98155,,,,,,1.0,,0.0,,0.0,,,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,"['Throughout England And Wales', 'Scotland', 'Northern Ireland']","['Region', 'Country']",National,q2
2026-02-13T00:00:00,4018492,1111976,0,CHRISTIAN CHURCH OF GOD PENTECOSTAL,Charitable company,Registered,2005-11-08T00:00:00,,Submission Received,2023-10-01T00:00:00,2024-09-30T00:00:00,33916.0,28716.0,Christian Church of God Pentecostal,88 Eltham High Street,LONDON,,,SE9 1BW ,01375484163,mikepatccg@hotmail.co.uk,www.ccogp.org,05526997,False,False,0.0,,0.0,0.0,,To advance the Christian Religion in accordance with the statement of faith attached to the Memorandum as the Trustees see fit from time to time.,1.0,1.0,2026-03-05T00:00:00,1111976,True,1,AR24,2023-10-01T00:00:00,1727654400000,2025-07-30T00:00:00,2025-06-16T00:00:00,33916,28716,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,['Throughout England And Wales'],['Region'],Regional,q2
2026-02-13T00:00:00,3078747,1061402,0,SOLACE COMMUNITY,Trust,Registered,1997-03-19T00:00:00,,Submission Received,2024-04-06T00:00:00,2025-04-05T00:00:00,26177.0,53758.0,Star House,Star Hill Road,Dunton Green,Sevenoaks,Kent,TN14 6HA,01959532505,office@mothersprayers.org,www.mothersprayers.org,,False,False,0.0,,0.0,0.0,,"We set up and assist small prayer groups for mutual support, prayer and fellowship of mothers and children.",1.0,1.0,2026-03-05T00:00:00,1061402,True,1,AR25,2024-04-06T00:00:00,1743811200000,2026-02-05T00:00:00,2026-01-30T00:00:00,26177,53758,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,10.0,['Throughout England And Wales'],['Region'],Regional,q2
2026-02-13T00:00:00,5195410,1199297,0,Free From Fear,CIO,Registered,2022-06-14T00:00:00,,Submission Received,2023-11-01T00:00:00,2024-10-31T00:00:00,19078.0,107472.0,Free From Fear,c/o 3D,The Belmont,89 Middleton Rd,Crumpsall,Manchest,01615330722,enquiries@freefromfear.uk,freefromfear.uk,14078539,False,False,0.0,,1.0,0.0,,"Free From Fear supports people fleeing terrorism and war to take the next steps towards their new life in the UK.  Our support takes the form of advocacy, help with the completion of paperwork, link-work providing access to legal representation, securing grants through our partners and practical community-based resettlement support.",0.0,0.0,2026-03-05T00:00:00,1199297,True,1,AR24,2023-11-01T00:00:00,1730332800000,2025-08-31T00:00:00,2025-08-15T00:00:00,19078,107472,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,1.0,['Throughout England And Wales'],['Region'],Regional,q2
2026-02-13T00:00:00,5152440,1190047,0,BEGIN WELL,CIO,Registered,2020-06-22T00:00:00,,Submission Received,2024-04-03T00:00:00,2025-04-02T00:00:00,24866.0,20435.0,West Hill House,West Hill,Wraxall,BRISTOL,,BS48 1PH,7886287339,"info@beginwell.org,uk",www.beginwell.org.uk,,False,False,0.0,,1.0,0.0,,We deliver antenatal classes to expectant parents.,0.0,0.0,2026-03-05T00:00:00,1190047,True,1,AR25,2024-04-03T00:00:00,1743552000000,2026-02-02T00:00:00,2026-01-31T00:00:00,24866,20435,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,90.0,['Throughout England And Wales'],['Region'],Regional,q2
2026-02-13T00:00:00,5198909,1203223,0,BRITISH ASSOCIATION OF BLACK SURGEONS,CIO,Registered,2023-05-23T00:00:00,,Submission Received,2024-04-06T00:00:00,2025-04-05T00:00:00,17681.0,14159.0,BRITISH ASSOCIATION BLACK SURGEONS,RCS Edinburgh,58 Oxford Street,BIRMINGHAM,,B3 2BB,01216471560,info@babs-uk.org,www.babs-uk.org,,False,False,0.0,,1.0,0.0,,"Promoting equality, diversity and inclusion across the surgical field. The Association aims to widen participation in surgical leadership, foster long-term career development and increase representation across the profession.",0.0,0.0,2026-03-05T00:00:00,1203223,True,1,AR25,2024-04-06T00:00:00,1743811200000,2026-02-05T00:00:00,2026-02-02T00:00:00,17681,14159,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,16.0,['Throughout England And Wales'],['Region'],Regional,q2
2026-02-13T00:00:00,5235002,1207566,0,INOCHI,CIO,Registered,2024-03-22T00:00:00,,Submission Received,2024-03-22T00:00:00,2025-03-31T00:00:00,35253.0,35248.0,62 SHERBROOKE WAY,WORCESTER PARK,,,,KT4 8BP,07986759180,anjanish@inochi.org.uk,https://inochi.org.uk,,False,False,0.0,,1.0,0.0,,"Inochi provides grants to registered charities and organizations across the UK and India to relieve the needs of children suffering from ill health, disabilities, financial hardship, and social disadvantage. Our grants support services that improve health, alleviate economic challenges, and promote social inclusion",1.0,0.0,2026-03-05T00:00:00,1207566,True,1,AR25,2024-03-22T00:00:00,1743379200000,2026-01-31T00:00:00,2025-07-31T00:00:00,35253,35248,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,['Throughout England And Wales'],['Region'],Regional,q2
